SubjectNumber,SessionNumber,SOA,PrimeCondition,Accuracy,Mean RT,StDev RT
480,1,1200,other associate unrelated,0.96,629.46,191.93
480,2,200,first associate related,0.98,532.71,97.88
480,2,200,other associate related,0.90,529.54,87.45
480,2,200,first associate unrelated,0.98,551.73,93.36
480,2,200,other associate unrelated,0.94,620.27,228.25
480,2,1200,first associate related,0.94,523.06,129.10
480,2,1200,other associate related,0.96,541.40,97.38
480,2,1200,first associate unrelated,0.98,533.71,103.98
480,2,1200,other associate unrelated,0.98,563.73,173.24
481,1,200,first associate related,0.96,552.40,109.42
481,1,200,other associate related,1.00,601.44,148.32
481,1,200,first associate unrelated,0.94,596.76,166.80
481,1,200,other associate unrelated,0.96,589.76,114.34
481,1,1200,first associate related,1.00,754.71,396.31
481,1,1200,other associate related,0.96,710.26,240.66
481,1,1200,first associate unrelated,1.00,698.00,138.16
481,1,1200,other associate unrelated,0.98,709.18,179.17
481,2,200,first associate related,1.00,581.34,70.07
481,2,200,other associate related,1.00,599.92,89.68
481,2,200,first associate unrelated,0.98,586.73,106.62
481,2,200,other associate unrelated,1.00,605.46,97.33
481,2,1200,first associate related,0.96,651.61,124.58
481,2,1200,other associate related,1.00,656.04,141.90
481,2,1200,first associate unrelated,0.98,617.90,84.84
481,2,1200,other associate unrelated,1.00,650.43,124.20
482,1,200,first associate related,1.00,532.87,72.80
482,1,200,other associate related,1.00,560.15,111.34
482,1,200,first associate unrelated,1.00,562.98,99.72
482,1,200,other associate unrelated,0.98,581.73,118.99
482,1,1200,first associate related,1.00,573.67,119.62
482,1,1200,other associate related,1.00,577.37,122.82
482,1,1200,first associate unrelated,1.00,571.56,85.19
482,1,1200,other associate unrelated,0.98,591.98,120.81
482,2,200,first associate related,1.00,526.56,121.64
482,2,200,other associate related,0.96,528.08,63.23
482,2,200,first associate unrelated,0.94,551.18,94.44
482,2,200,other associate unrelated,1.00,545.42,78.70
482,2,1200,first associate related,1.00,550.84,97.49
482,2,1200,other associate related,0.98,565.10,149.30
482,2,1200,first associate unrelated,1.00,543.04,66.62
482,2,1200,other associate unrelated,0.98,555.37,94.52
483,1,200,first associate related,0.98,643.47,162.54
483,1,200,other associate related,0.98,678.53,150.81
483,1,200,first associate unrelated,0.92,771.69,303.08
483,1,200,other associate unrelated,0.92,700.02,206.80
483,1,1200,first associate related,1.00,846.90,207.04
483,1,1200,other associate related,1.00,910.87,251.72
483,1,1200,first associate unrelated,0.98,943.12,334.55
483,1,1200,other associate unrelated,1.00,969.33,349.97
483,2,200,first associate related,0.94,657.98,176.61
483,2,200,other associate related,0.96,656.42,170.52
483,2,200,first associate unrelated,1.00,717.25,187.55
483,2,200,other associate unrelated,0.96,708.70,172.11
483,2,1200,first associate related,1.00,738.96,186.54
483,2,1200,other associate related,1.00,775.37,263.26
483,2,1200,first associate unrelated,0.98,761.04,207.53
483,2,1200,other associate unrelated,0.94,790.18,294.29
484,1,200,first associate related,0.92,683.63,253.09
484,1,200,other associate related,0.96,693.34,257.31
484,1,200,first associate unrelated,0.92,701.28,228.98
484,1,200,other associate unrelated,0.94,720.96,303.11
484,1,1200,first associate related,0.98,685.55,284.74
484,1,1200,other associate related,0.98,802.88,392.57
484,1,1200,first associate unrelated,0.96,777.06,265.16
484,1,1200,other associate unrelated,0.96,821.16,368.56
484,2,200,first associate related,0.98,783.65,225.36
484,2,200,other associate related,0.98,900.61,301.35
484,2,200,first associate unrelated,0.94,901.57,366.02
484,2,200,other associate unrelated,0.88,887.35,332.79
484,2,1200,first associate related,0.92,812.81,298.88
484,2,1200,other associate related,0.96,713.22,229.43
484,2,1200,first associate unrelated,0.98,789.16,199.92
484,2,1200,other associate unrelated,0.94,812.63,269.69
485,1,200,first associate related,1.00,553.08,133.02
485,1,200,other associate related,0.94,539.47,98.09
485,1,200,first associate unrelated,0.98,634.08,215.83
485,1,200,other associate unrelated,0.96,596.92,218.11
485,1,1200,first associate related,0.98,689.59,314.99
485,1,1200,other associate related,0.96,671.08,204.73
485,1,1200,first associate unrelated,1.00,712.63,244.62
485,1,1200,other associate unrelated,0.98,650.02,152.85
485,2,200,first associate related,1.00,574.94,160.39
485,2,200,other associate related,1.00,596.19,197.33
485,2,200,first associate unrelated,1.00,577.50,155.89
485,2,200,other associate unrelated,0.98,587.68,159.99
485,2,1200,first associate related,1.00,587.21,118.36
485,2,1200,other associate related,1.00,591.42,183.24
485,2,1200,first associate unrelated,0.98,637.24,145.49
485,2,1200,other associate unrelated,0.98,622.31,134.23
486,1,200,first associate related,0.87,1015.98,398.25
486,1,200,other associate related,0.85,1014.86,424.70
486,1,200,first associate unrelated,0.90,1094.06,412.59
486,1,200,other associate unrelated,0.90,1090.47,390.22
486,1,1200,first associate related,0.92,838.19,250.35
486,1,1200,other associate related,0.90,834.57,225.78
486,1,1200,first associate unrelated,0.94,890.23,296.66
486,1,1200,other associate unrelated,0.90,852.13,203.38
486,2,200,first associate related,0.98,1046.18,345.73
486,2,200,other associate related,0.87,948.60,282.90
486,2,200,first associate unrelated,0.83,1061.72,346.92
486,2,200,other associate unrelated,0.71,1119.11,367.68
486,2,1200,first associate related,0.80,1069.02,325.67
486,2,1200,other associate related,0.91,1084.52,267.11
486,2,1200,first associate unrelated,0.82,1028.26,336.20
486,2,1200,other associate unrelated,0.90,1012.89,282.64
487,1,200,first associate related,0.98,540.40,89.42
487,1,200,other associate related,0.92,594.83,145.08
487,1,200,first associate unrelated,0.92,588.25,117.56
487,1,200,other associate unrelated,0.90,617.91,116.68
487,1,1200,first associate related,1.00,591.35,156.98
487,1,1200,other associate related,0.90,607.47,141.21
487,1,1200,first associate unrelated,0.96,631.90,171.26
487,1,1200,other associate unrelated,0.96,635.94,153.41
487,2,200,first associate related,0.96,570.38,110.27
487,2,200,other associate related,1.00,610.08,187.15
487,2,200,first associate unrelated,0.94,641.61,228.68
487,2,200,other associate unrelated,0.98,618.90,157.74
487,2,1200,first associate related,0.98,607.59,160.17
487,2,1200,other associate related,0.94,566.98,87.63
487,2,1200,first associate unrelated,0.98,626.20,208.38
487,2,1200,other associate unrelated,0.98,650.84,193.96
488,1,200,first associate related,0.90,470.85,95.40
488,1,200,other associate related,0.92,481.58,83.97
488,1,200,first associate unrelated,0.96,486.04,95.96
488,1,200,other associate unrelated,0.90,490.83,109.70
488,1,1200,first associate related,0.92,471.65,94.37
488,1,1200,other associate related,0.90,461.35,64.26
488,1,1200,first associate unrelated,0.91,494.13,99.14
488,1,1200,other associate unrelated,0.88,497.47,85.62
488,2,200,first associate related,0.96,592.62,161.85
488,2,200,other associate related,0.96,544.60,125.23
488,2,200,first associate unrelated,0.92,558.98,118.98
488,2,200,other associate unrelated,0.90,644.19,247.62
488,2,1200,first associate related,1.00,471.52,83.41
488,2,1200,other associate related,0.94,516.16,97.65
488,2,1200,first associate unrelated,0.90,487.55,119.17
488,2,1200,other associate unrelated,0.96,524.35,129.53
489,1,200,first associate related,0.98,669.96,86.33
489,1,200,other associate related,1.00,659.92,109.77
489,1,200,first associate unrelated,0.94,695.71,130.16
489,1,200,other associate unrelated,0.98,681.27,116.77
489,1,1200,first associate related,1.00,705.73,130.92
489,1,1200,other associate related,1.00,708.08,131.28
489,1,1200,first associate unrelated,0.92,730.65,164.95
489,1,1200,other associate unrelated,1.00,766.11,227.98
489,2,200,first associate related,0.98,610.31,89.27
489,2,200,other associate related,1.00,626.17,157.32
489,2,200,first associate unrelated,0.96,662.00,100.90
489,2,200,other associate unrelated,0.96,662.16,137.65
489,2,1200,first associate related,0.98,654.44,99.75
489,2,1200,other associate related,0.98,659.16,94.92
489,2,1200,first associate unrelated,0.98,682.86,109.32
489,2,1200,other associate unrelated,0.94,675.26,176.73
490,1,200,first associate related,0.98,729.94,316.79
490,1,200,other associate related,0.96,737.42,215.60
490,1,200,first associate unrelated,1.00,718.58,254.88
490,1,200,other associate unrelated,1.00,741.14,173.00
490,1,1200,first associate related,0.98,689.73,255.97
490,1,1200,other associate related,0.96,650.58,146.56
490,1,1200,first associate unrelated,0.96,677.10,145.96
490,1,1200,other associate unrelated,1.00,668.40,118.86
490,2,200,first associate related,0.98,853.47,241.03
490,2,200,other associate related,1.00,855.37,267.81
490,2,200,first associate unrelated,1.00,822.56,238.51
490,2,200,other associate unrelated,0.98,854.53,238.04
490,2,1200,first associate related,1.00,728.73,191.28
490,2,1200,other associate related,1.00,787.67,232.78
490,2,1200,first associate unrelated,1.00,771.21,260.41
490,2,1200,other associate unrelated,0.98,809.27,249.46
491,1,200,first associate related,1.00,692.04,233.33
491,1,200,other associate related,0.96,606.60,136.49
491,1,200,first associate unrelated,0.98,672.71,155.45
491,1,200,other associate unrelated,1.00,717.17,174.53
491,1,1200,first associate related,1.00,588.65,104.84
491,1,1200,other associate related,1.00,621.46,98.45
491,1,1200,first associate unrelated,0.98,658.49,198.62
491,1,1200,other associate unrelated,0.98,653.59,150.07
491,2,200,first associate related,1.00,560.02,129.35
491,2,200,other associate related,1.00,567.54,128.22
491,2,200,first associate unrelated,1.00,600.41,117.50
491,2,200,other associate unrelated,0.94,567.84,109.17
491,2,1200,first associate related,0.98,561.24,84.54
491,2,1200,other associate related,0.96,575.71,96.03
491,2,1200,first associate unrelated,0.96,572.64,95.11
491,2,1200,other associate unrelated,0.98,591.10,71.94
492,1,200,first associate related,0.96,552.54,72.34
492,1,200,other associate related,1.00,552.12,105.46
492,1,200,first associate unrelated,1.00,590.04,95.19
492,1,200,other associate unrelated,0.98,579.29,113.59
492,1,1200,first associate related,0.98,547.29,102.87
492,1,1200,other associate related,0.98,583.94,108.05
492,1,1200,first associate unrelated,0.90,590.30,112.94
492,1,1200,other associate unrelated,0.94,573.82,100.00
492,2,200,first associate related,0.98,541.35,58.41
492,2,200,other associate related,0.98,556.55,73.67
492,2,200,first associate unrelated,0.94,547.94,75.29
492,2,200,other associate unrelated,0.98,552.44,56.27
492,2,1200,first associate related,0.94,513.88,83.27
492,2,1200,other associate related,0.96,523.68,65.29
492,2,1200,first associate unrelated,0.94,532.90,56.52
492,2,1200,other associate unrelated,0.94,514.37,63.23
493,1,200,first associate related,1.00,575.31,87.95
493,1,200,other associate related,0.92,611.85,87.57
493,1,200,first associate unrelated,0.98,670.65,126.88
493,1,200,other associate unrelated,0.98,672.67,124.63
493,1,1200,first associate related,0.96,540.02,89.59
493,1,1200,other associate related,0.92,571.39,77.91
493,1,1200,first associate unrelated,0.96,575.98,86.70
493,1,1200,other associate unrelated,0.94,563.00,88.23
493,2,200,first associate related,0.98,516.51,79.34
493,2,200,other associate related,0.98,535.59,67.78
493,2,200,first associate unrelated,0.98,578.59,120.35
493,2,200,other associate unrelated,0.98,566.51,106.94
493,2,1200,first associate related,0.96,501.12,75.70
493,2,1200,other associate related,0.92,517.21,70.00
493,2,1200,first associate unrelated,0.94,560.59,86.25
493,2,1200,other associate unrelated,0.96,553.26,89.14
494,1,200,first associate related,1.00,597.37,131.55
494,1,200,other associate related,0.96,700.00,264.80
494,1,200,first associate unrelated,0.92,685.65,196.64
494,1,200,other associate unrelated,0.96,676.90,203.40
494,1,1200,first associate related,0.98,739.65,319.25
494,1,1200,other associate related,0.96,664.98,170.39
494,1,1200,first associate unrelated,0.94,721.00,297.09
494,1,1200,other associate unrelated,0.92,673.00,128.43
494,2,200,first associate related,0.94,530.00,104.60
494,2,200,other associate related,0.96,559.94,163.54
494,2,200,first associate unrelated,0.88,553.83,132.68
494,2,200,other associate unrelated,0.94,558.90,124.54
494,2,1200,first associate related,0.96,606.10,189.95
494,2,1200,other associate related,0.92,606.42,210.04
494,2,1200,first associate unrelated,0.88,614.73,125.59
494,2,1200,other associate unrelated,0.92,592.48,169.89
495,1,200,first associate related,1.00,550.75,76.30
495,1,200,other associate related,0.90,576.74,138.79
495,1,200,first associate unrelated,0.88,626.02,162.74
495,1,200,other associate unrelated,0.92,579.69,120.60
495,1,1200,first associate related,0.81,565.21,99.66
495,1,1200,other associate related,0.94,607.29,117.69
495,1,1200,first associate unrelated,0.96,603.10,105.44
495,1,1200,other associate unrelated,0.98,648.25,160.23
495,2,200,first associate related,0.94,582.04,125.95
495,2,200,other associate related,0.98,626.18,150.15
495,2,200,first associate unrelated,0.96,587.88,125.18
495,2,200,other associate unrelated,0.90,592.15,103.52
495,2,1200,first associate related,1.00,601.88,151.65
495,2,1200,other associate related,0.96,654.39,163.13
495,2,1200,first associate unrelated,0.96,673.16,173.02
495,2,1200,other associate unrelated,0.92,613.79,140.95
496,1,200,first associate related,1.00,598.25,115.00
496,1,200,other associate related,0.98,575.04,153.62
496,1,200,first associate unrelated,0.98,594.29,132.55
496,1,200,other associate unrelated,0.96,659.88,194.19
496,1,1200,first associate related,0.96,549.58,99.71
496,1,1200,other associate related,0.96,533.92,81.82
496,1,1200,first associate unrelated,0.98,550.49,118.04
496,1,1200,other associate unrelated,0.98,564.82,106.38
496,2,200,first associate related,0.98,486.82,72.88
496,2,200,other associate related,1.00,513.12,89.04
496,2,200,first associate unrelated,0.96,512.24,104.34
496,2,200,other associate unrelated,0.96,518.76,99.13
496,2,1200,first associate related,1.00,527.15,123.97
496,2,1200,other associate related,1.00,533.10,162.66
496,2,1200,first associate unrelated,0.94,524.82,113.43
496,2,1200,other associate unrelated,0.96,531.22,112.93
497,1,200,first associate related,0.98,798.68,258.78
497,1,200,other associate related,0.98,720.39,176.69
497,1,200,first associate unrelated,0.94,711.31,213.79
497,1,200,other associate unrelated,0.92,755.43,322.47
497,1,1200,first associate related,1.00,905.83,417.06
497,1,1200,other associate related,0.90,857.06,269.23
