SubjectNumber,SessionNumber,SOA,PrimeCondition,Accuracy,Mean RT,StDev RT
270,1,1200,other associate unrelated,1.00,737.67,145.60
270,2,200,first associate related,0.94,696.37,189.59
270,2,200,other associate related,0.98,699.80,234.17
270,2,200,first associate unrelated,1.00,676.75,120.58
270,2,200,other associate unrelated,0.96,712.88,181.96
270,2,1200,first associate related,1.00,705.79,134.08
270,2,1200,other associate related,0.98,704.76,140.99
270,2,1200,first associate unrelated,0.92,686.72,128.20
270,2,1200,other associate unrelated,0.90,718.04,161.07
271,1,200,first associate related,0.96,558.10,78.74
271,1,200,other associate related,0.96,560.94,106.54
271,1,200,first associate unrelated,0.98,624.55,140.83
271,1,200,other associate unrelated,0.85,550.89,109.59
271,1,1200,first associate related,0.94,680.18,136.32
271,1,1200,other associate related,1.00,648.19,112.71
271,1,1200,first associate unrelated,0.88,682.28,154.55
271,1,1200,other associate unrelated,0.94,706.94,152.55
271,2,200,first associate related,0.96,559.92,87.42
271,2,200,other associate related,0.90,574.28,125.06
271,2,200,first associate unrelated,0.94,613.98,172.69
271,2,200,other associate unrelated,0.92,573.29,104.26
271,2,1200,first associate related,0.90,662.98,155.27
271,2,1200,other associate related,0.96,671.39,181.70
271,2,1200,first associate unrelated,0.89,641.89,160.50
271,2,1200,other associate unrelated,0.96,689.18,216.81
272,1,200,first associate related,0.98,597.14,165.89
272,1,200,other associate related,0.96,570.88,99.75
272,1,200,first associate unrelated,0.92,642.81,172.54
272,1,200,other associate unrelated,0.98,603.88,108.84
272,1,1200,first associate related,0.96,606.96,115.55
272,1,1200,other associate related,0.98,670.12,261.34
272,1,1200,first associate unrelated,0.96,636.08,138.44
272,1,1200,other associate unrelated,0.94,675.04,179.72
272,2,200,first associate related,0.98,521.72,106.04
272,2,200,other associate related,0.96,550.94,127.41
272,2,200,first associate unrelated,0.96,576.34,193.27
272,2,200,other associate unrelated,0.94,514.63,95.90
272,2,1200,first associate related,1.00,553.04,94.49
272,2,1200,other associate related,1.00,607.65,145.76
272,2,1200,first associate unrelated,0.98,563.24,108.00
272,2,1200,other associate unrelated,0.96,562.64,113.23
273,1,200,first associate related,1.00,678.37,181.18
273,1,200,other associate related,0.96,710.76,207.89
273,1,200,first associate unrelated,0.98,734.69,189.85
273,1,200,other associate unrelated,0.92,695.82,158.83
273,1,1200,first associate related,0.98,673.06,131.90
273,1,1200,other associate related,1.00,707.73,173.86
273,1,1200,first associate unrelated,0.96,689.00,158.16
273,1,1200,other associate unrelated,0.98,719.55,156.81
273,2,200,first associate related,0.94,697.51,175.45
273,2,200,other associate related,0.98,693.49,185.94
273,2,200,first associate unrelated,1.00,770.08,212.46
273,2,200,other associate unrelated,0.98,708.94,130.59
273,2,1200,first associate related,0.96,759.80,206.34
273,2,1200,other associate related,0.96,746.14,184.51
273,2,1200,first associate unrelated,0.98,719.65,129.13
273,2,1200,other associate unrelated,0.92,733.50,134.42
274,1,200,first associate related,0.98,559.26,137.96
274,1,200,other associate related,0.96,530.54,98.36
274,1,200,first associate unrelated,0.94,584.41,168.35
274,1,200,other associate unrelated,0.96,586.44,159.08
274,1,1200,first associate related,0.96,675.48,322.03
274,1,1200,other associate related,0.98,610.08,189.19
274,1,1200,first associate unrelated,0.96,642.20,198.67
274,1,1200,other associate unrelated,1.00,625.54,191.21
274,2,200,first associate related,0.96,560.82,113.86
274,2,200,other associate related,0.96,594.84,191.21
274,2,200,first associate unrelated,0.96,571.18,244.75
274,2,200,other associate unrelated,0.92,600.63,172.09
274,2,1200,first associate related,1.00,523.62,132.84
274,2,1200,other associate related,0.98,542.51,142.98
274,2,1200,first associate unrelated,0.96,570.04,155.43
274,2,1200,other associate unrelated,0.96,555.69,126.52
275,1,200,first associate related,0.98,620.08,146.08
275,1,200,other associate related,0.94,645.35,114.30
275,1,200,first associate unrelated,0.98,637.41,130.16
275,1,200,other associate unrelated,0.96,657.76,125.26
275,1,1200,first associate related,0.98,707.12,126.94
275,1,1200,other associate related,0.96,697.22,163.20
275,1,1200,first associate unrelated,0.96,704.84,115.23
275,1,1200,other associate unrelated,0.96,768.62,334.15
275,2,200,first associate related,0.96,738.60,203.28
275,2,200,other associate related,0.96,806.20,300.64
275,2,200,first associate unrelated,0.94,694.67,135.72
275,2,200,other associate unrelated,0.94,721.41,148.98
275,2,1200,first associate related,0.94,919.73,296.53
275,2,1200,other associate related,0.94,858.14,368.21
275,2,1200,first associate unrelated,0.96,854.56,314.98
275,2,1200,other associate unrelated,0.94,956.10,462.69
276,1,200,first associate related,0.98,544.51,101.95
276,1,200,other associate related,0.98,557.33,125.23
276,1,200,first associate unrelated,0.96,590.22,108.37
276,1,200,other associate unrelated,0.98,588.96,123.17
276,1,1200,first associate related,0.98,536.86,97.85
276,1,1200,other associate related,0.98,534.49,83.46
276,1,1200,first associate unrelated,0.98,563.80,90.84
276,1,1200,other associate unrelated,0.94,558.06,84.53
276,2,200,first associate related,0.96,525.20,114.61
276,2,200,other associate related,0.96,548.14,109.30
276,2,200,first associate unrelated,0.92,571.50,133.63
276,2,200,other associate unrelated,0.96,568.22,123.62
276,2,1200,first associate related,0.98,527.65,96.27
276,2,1200,other associate related,0.94,548.67,139.79
276,2,1200,first associate unrelated,0.98,574.90,119.13
276,2,1200,other associate unrelated,0.94,549.02,104.40
277,1,200,first associate related,0.98,817.47,252.00
277,1,200,other associate related,1.00,804.92,217.08
277,1,200,first associate unrelated,1.00,891.54,287.27
277,1,200,other associate unrelated,0.96,845.02,239.05
277,1,1200,first associate related,1.00,891.71,258.76
277,1,1200,other associate related,0.96,875.14,293.39
277,1,1200,first associate unrelated,0.96,870.36,302.22
277,1,1200,other associate unrelated,0.98,831.57,253.23
277,2,200,first associate related,0.96,845.16,244.51
277,2,200,other associate related,0.96,851.82,246.18
277,2,200,first associate unrelated,1.00,860.96,207.79
277,2,200,other associate unrelated,1.00,879.46,260.53
277,2,1200,first associate related,0.98,897.13,291.28
277,2,1200,other associate related,0.98,911.14,281.26
277,2,1200,first associate unrelated,0.98,947.79,269.25
277,2,1200,other associate unrelated,0.95,1004.05,314.22
278,1,200,first associate related,1.00,860.98,236.63
278,1,200,other associate related,0.98,889.18,273.00
278,1,200,first associate unrelated,0.98,941.76,317.88
278,1,200,other associate unrelated,1.00,921.23,278.57
278,1,1200,first associate related,1.00,888.10,364.87
278,1,1200,other associate related,0.98,911.06,348.07
278,1,1200,first associate unrelated,1.00,891.90,339.45
278,1,1200,other associate unrelated,1.00,930.17,344.56
278,2,200,first associate related,0.98,844.65,201.58
278,2,200,other associate related,1.00,927.44,360.06
278,2,200,first associate unrelated,1.00,853.65,229.79
278,2,200,other associate unrelated,0.98,931.65,237.53
278,2,1200,first associate related,1.00,758.98,150.66
278,2,1200,other associate related,1.00,791.33,173.85
278,2,1200,first associate unrelated,0.98,795.76,162.70
278,2,1200,other associate unrelated,0.98,809.54,151.41
279,1,200,first associate related,0.98,559.39,111.05
279,1,200,other associate related,0.94,531.42,79.52
279,1,200,first associate unrelated,0.94,607.72,192.27
279,1,200,other associate unrelated,0.98,604.36,107.35
279,1,1200,first associate related,1.00,580.35,140.88
279,1,1200,other associate related,1.00,614.65,186.87
279,1,1200,first associate unrelated,0.96,623.90,151.96
279,1,1200,other associate unrelated,0.98,641.41,131.67
279,2,200,first associate related,0.88,527.98,88.15
279,2,200,other associate related,0.96,500.74,90.90
279,2,200,first associate unrelated,0.98,554.92,88.53
279,2,200,other associate unrelated,0.94,550.98,109.96
279,2,1200,first associate related,0.94,593.61,121.13
279,2,1200,other associate related,0.96,592.40,113.45
279,2,1200,first associate unrelated,0.94,596.69,93.02
279,2,1200,other associate unrelated,0.96,621.74,119.96
280,1,200,first associate related,0.92,608.33,245.10
280,1,200,other associate related,0.88,695.22,336.24
280,1,200,first associate unrelated,0.92,597.27,206.58
280,1,200,other associate unrelated,0.92,597.10,237.55
280,1,1200,first associate related,1.00,577.35,140.41
280,1,1200,other associate related,0.96,669.64,276.21
280,1,1200,first associate unrelated,0.98,642.47,249.95
280,1,1200,other associate unrelated,0.94,626.37,256.74
280,2,200,first associate related,0.96,736.64,379.83
280,2,200,other associate related,0.88,719.35,397.13
280,2,200,first associate unrelated,0.92,695.52,273.34
280,2,200,other associate unrelated,0.98,713.48,263.17
280,2,1200,first associate related,0.96,655.08,292.56
280,2,1200,other associate related,0.96,644.68,175.34
280,2,1200,first associate unrelated,0.94,686.06,214.69
280,2,1200,other associate unrelated,0.92,726.98,265.36
281,1,200,first associate related,1.00,703.06,279.81
281,1,200,other associate related,0.96,739.30,328.47
281,1,200,first associate unrelated,0.96,708.60,176.34
281,1,200,other associate unrelated,1.00,791.08,309.31
281,1,1200,first associate related,0.98,877.12,267.66
281,1,1200,other associate related,1.00,855.92,241.69
281,1,1200,first associate unrelated,0.96,898.40,283.68
281,1,1200,other associate unrelated,1.00,924.40,229.83
281,2,200,first associate related,0.98,762.74,201.74
281,2,200,other associate related,0.98,795.92,234.37
281,2,200,first associate unrelated,0.94,875.55,385.97
281,2,200,other associate unrelated,0.96,749.92,258.70
281,2,1200,first associate related,0.98,886.86,344.03
281,2,1200,other associate related,0.98,993.55,477.90
281,2,1200,first associate unrelated,1.00,944.54,405.99
281,2,1200,other associate unrelated,1.00,970.83,451.57
282,1,200,first associate related,0.96,595.61,163.55
282,1,200,other associate related,0.90,567.70,155.43
282,1,200,first associate unrelated,0.85,642.18,239.95
282,1,200,other associate unrelated,0.91,622.06,177.89
282,1,1200,first associate related,0.92,532.98,94.77
282,1,1200,other associate related,0.90,543.32,105.15
282,1,1200,first associate unrelated,0.88,578.37,128.35
282,1,1200,other associate unrelated,0.92,583.87,102.79
282,2,200,first associate related,0.82,562.52,230.92
282,2,200,other associate related,0.88,545.72,280.48
282,2,200,first associate unrelated,0.79,561.12,150.84
282,2,200,other associate unrelated,0.83,576.48,369.61
282,2,1200,first associate related,0.88,626.89,225.84
282,2,1200,other associate related,0.90,554.28,111.43
282,2,1200,first associate unrelated,0.80,623.15,202.86
282,2,1200,other associate unrelated,0.87,621.78,172.12
283,1,200,first associate related,0.98,598.35,128.73
283,1,200,other associate related,0.96,655.94,176.37
283,1,200,first associate unrelated,1.00,652.19,168.29
283,1,200,other associate unrelated,0.98,637.31,192.70
283,1,1200,first associate related,1.00,718.19,195.61
283,1,1200,other associate related,0.98,716.16,204.38
283,1,1200,first associate unrelated,0.98,796.14,246.22
283,1,1200,other associate unrelated,1.00,720.69,180.02
283,2,200,first associate related,1.00,586.54,141.97
283,2,200,other associate related,0.96,597.44,147.77
283,2,200,first associate unrelated,0.98,600.39,152.12
283,2,200,other associate unrelated,1.00,604.27,158.73
283,2,1200,first associate related,1.00,761.33,213.29
283,2,1200,other associate related,0.98,913.47,429.78
283,2,1200,first associate unrelated,0.98,915.41,295.05
283,2,1200,other associate unrelated,0.98,889.26,387.04
284,1,200,first associate related,0.94,605.84,171.77
284,1,200,other associate related,0.90,636.43,214.42
284,1,200,first associate unrelated,0.98,594.80,140.59
284,1,200,other associate unrelated,0.87,628.42,170.10
284,1,1200,first associate related,0.98,679.63,253.78
284,1,1200,other associate related,0.96,635.40,184.17
284,1,1200,first associate unrelated,0.96,637.04,213.47
284,1,1200,other associate unrelated,0.88,689.59,225.23
284,2,200,first associate related,0.87,582.69,262.32
284,2,200,other associate related,0.78,544.10,390.22
284,2,200,first associate unrelated,0.77,553.70,380.24
284,2,200,other associate unrelated,0.83,620.14,312.46
284,2,1200,first associate related,0.91,630.52,309.15
284,2,1200,other associate related,0.92,585.63,148.93
284,2,1200,first associate unrelated,0.90,588.93,134.83
284,2,1200,other associate unrelated,0.79,605.39,226.86
285,1,200,first associate related,0.98,626.24,247.29
285,1,200,other associate related,1.00,550.31,74.33
285,1,200,first associate unrelated,0.98,649.27,157.04
285,1,200,other associate unrelated,1.00,653.23,143.33
285,1,1200,first associate related,1.00,568.17,115.22
285,1,1200,other associate related,1.00,630.17,233.14
285,1,1200,first associate unrelated,1.00,669.62,228.97
285,1,1200,other associate unrelated,0.96,625.61,137.51
285,2,200,first associate related,1.00,573.00,110.86
285,2,200,other associate related,0.98,613.25,167.61
285,2,200,first associate unrelated,1.00,680.83,170.93
285,2,200,other associate unrelated,1.00,648.81,134.66
285,2,1200,first associate related,0.98,666.27,394.64
285,2,1200,other associate related,0.98,605.98,136.82
285,2,1200,first associate unrelated,0.96,639.36,181.48
285,2,1200,other associate unrelated,0.94,602.55,120.30
286,1,200,first associate related,0.91,648.76,170.01
286,1,200,other associate related,0.96,652.66,200.44
286,1,200,first associate unrelated,0.95,735.36,255.49
286,1,200,other associate unrelated,0.96,688.53,254.25
286,1,1200,first associate related,0.94,590.51,159.81
286,1,1200,other associate related,0.88,578.61,138.26
286,1,1200,first associate unrelated,0.87,615.47,221.48
286,1,1200,other associate unrelated,0.92,612.38,191.23
286,2,200,first associate related,0.96,590.86,138.34
286,2,200,other associate related,0.96,626.84,241.73
286,2,200,first associate unrelated,0.94,637.71,237.54
286,2,200,other associate unrelated,0.88,612.91,108.25
286,2,1200,first associate related,1.00,618.60,164.90
286,2,1200,other associate related,0.94,709.41,316.16
286,2,1200,first associate unrelated,0.87,632.18,161.15
286,2,1200,other associate unrelated,0.96,611.36,131.28
287,1,200,first associate related,0.88,573.83,137.52
287,1,200,other associate related,0.92,545.27,99.87
287,1,200,first associate unrelated,0.90,681.11,362.28
287,1,200,other associate unrelated,0.87,547.58,110.42
287,1,1200,first associate related,0.94,607.27,135.19
287,1,1200,other associate related,0.94,643.22,160.23
287,1,1200,first associate unrelated,0.92,679.90,215.68
287,1,1200,other associate unrelated,0.98,713.22,239.94
287,2,200,first associate related,0.94,580.02,137.67
287,2,200,other associate related,0.92,618.65,189.80
287,2,200,first associate unrelated,0.90,623.66,201.36
287,2,200,other associate unrelated,0.94,583.10,138.56
287,2,1200,first associate related,0.96,674.65,190.28
287,2,1200,other associate related,0.96,659.04,132.09
287,2,1200,first associate unrelated,0.92,679.04,199.36
287,2,1200,other associate unrelated,0.96,660.40,147.70
288,1,200,first associate related,0.94,789.51,237.57
288,1,200,other associate related,1.00,826.58,290.44
288,1,200,first associate unrelated,0.92,775.19,315.02
288,1,200,other associate unrelated,0.92,817.13,226.05
288,1,1200,first associate related,1.00,756.60,262.43
288,1,1200,other associate related,0.98,807.53,209.21
288,1,1200,first associate unrelated,0.96,837.00,268.71
288,1,1200,other associate unrelated,1.00,820.29,265.29
288,2,200,first associate related,0.96,706.10,232.48
288,2,200,other associate related,1.00,830.82,377.75
288,2,200,first associate unrelated,0.94,781.54,307.04
288,2,200,other associate unrelated,0.98,792.22,242.91
288,2,1200,first associate related,0.96,769.56,202.46
288,2,1200,other associate related,0.94,791.10,244.06
288,2,1200,first associate unrelated,0.98,820.63,332.60
288,2,1200,other associate unrelated,0.96,820.82,239.30
289,1,200,first associate related,1.00,592.19,163.74
289,1,200,other associate related,0.94,574.61,120.67
289,1,200,first associate unrelated,0.96,634.04,158.10
289,1,200,other associate unrelated,0.94,593.67,112.57
289,1,1200,first associate related,0.94,670.90,158.71
289,1,1200,other associate related,0.96,706.30,184.31
289,1,1200,first associate unrelated,0.94,702.02,173.05
289,1,1200,other associate unrelated,0.98,715.39,283.30
289,2,200,first associate related,1.00,586.21,134.25
289,2,200,other associate related,1.00,561.08,127.97
289,2,200,first associate unrelated,0.88,606.09,129.28
289,2,200,other associate unrelated,0.94,585.08,104.44
289,2,1200,first associate related,0.98,711.80,158.44
289,2,1200,other associate related,0.96,652.74,125.04
289,2,1200,first associate unrelated,0.90,737.06,188.12
289,2,1200,other associate unrelated,0.96,701.16,148.82
290,1,200,first associate related,0.90,693.30,334.47
290,1,200,other associate related,0.92,669.73,194.70
290,1,200,first associate unrelated,0.94,703.81,275.62
290,1,200,other associate unrelated,0.92,661.88,155.39
290,1,1200,first associate related,1.00,571.37,91.10
290,1,1200,other associate related,1.00,574.12,94.31
290,1,1200,first associate unrelated,0.94,585.43,146.16
290,1,1200,other associate unrelated,0.94,560.02,85.10
290,2,200,first associate related,0.78,1131.48,561.36
290,2,200,other associate related,0.80,1124.81,427.58
290,2,200,first associate unrelated,0.77,1104.30,542.08
290,2,200,other associate unrelated,0.84,1092.38,663.13
290,2,1200,first associate related,0.92,890.94,306.65
290,2,1200,other associate related,0.92,994.35,440.13
290,2,1200,first associate unrelated,0.92,953.46,323.20
290,2,1200,other associate unrelated,0.94,928.67,266.98
291,1,200,first associate related,0.87,639.60,243.14
291,1,200,other associate related,0.94,687.71,326.37
291,1,200,first associate unrelated,0.94,809.20,487.98
291,1,200,other associate unrelated,0.90,643.65,222.26
291,1,1200,first associate related,0.94,708.90,239.34
291,1,1200,other associate related,0.88,789.11,302.33
291,1,1200,first associate unrelated,0.92,722.25,370.40
291,1,1200,other associate unrelated,0.88,710.74,232.47
291,2,200,first associate related,0.96,630.48,153.08
291,2,200,other associate related,0.87,650.13,207.53
291,2,200,first associate unrelated,0.94,591.39,111.10
291,2,200,other associate unrelated,0.88,645.00,188.99
291,2,1200,first associate related,0.92,670.83,197.16
291,2,1200,other associate related,0.94,694.41,154.04
291,2,1200,first associate unrelated,0.92,646.50,161.46
291,2,1200,other associate unrelated,0.90,655.32,131.65
292,1,200,first associate related,0.98,694.25,248.82
292,1,200,other associate related,1.00,635.08,124.03
292,1,200,first associate unrelated,1.00,653.41,226.13
292,1,200,other associate unrelated,0.96,637.58,110.93
292,1,1200,first associate related,1.00,654.13,125.84
292,1,1200,other associate related,0.98,654.98,117.46
292,1,1200,first associate unrelated,0.98,638.00,104.57
292,1,1200,other associate unrelated,0.94,638.27,106.78
292,2,200,first associate related,1.00,555.00,100.03
292,2,200,other associate related,1.00,583.27,132.41
292,2,200,first associate unrelated,0.98,587.49,111.89
292,2,200,other associate unrelated,0.96,576.20,102.87
292,2,1200,first associate related,1.00,568.02,70.59
292,2,1200,other associate related,0.98,596.50,146.10
292,2,1200,first associate unrelated,1.00,583.62,85.98
292,2,1200,other associate unrelated,0.98,569.92,67.01
293,1,200,first associate related,0.98,518.08,85.81
293,1,200,other associate related,0.98,537.29,96.57
293,1,200,first associate unrelated,0.96,537.00,99.38
293,1,200,other associate unrelated,0.92,511.79,88.17
293,1,1200,first associate related,0.96,649.54,177.53
293,1,1200,other associate related,0.92,630.67,127.57
293,1,1200,first associate unrelated,0.98,636.92,122.00
293,1,1200,other associate unrelated,0.88,616.54,123.52
293,2,200,first associate related,0.98,580.63,149.21
293,2,200,other associate related,0.96,603.86,170.01
293,2,200,first associate unrelated,0.98,638.88,207.56
293,2,200,other associate unrelated,0.98,616.20,152.68
293,2,1200,first associate related,0.98,655.12,156.46
293,2,1200,other associate related,0.96,611.84,153.86
293,2,1200,first associate unrelated,0.98,676.86,189.57
293,2,1200,other associate unrelated,0.94,628.04,160.16
294,1,200,first associate related,0.77,1116.45,482.54
294,1,200,other associate related,0.60,1208.39,554.58
294,1,200,first associate unrelated,0.67,1299.80,525.54
294,1,200,other associate unrelated,0.77,1225.95,586.95
294,1,1200,first associate related,0.88,970.59,655.57
294,1,1200,other associate related,0.83,1032.07,520.39
294,1,1200,first associate unrelated,0.86,918.82,441.69
294,1,1200,other associate unrelated,0.73,898.05,426.63
294,2,200,first associate related,0.77,946.90,483.07
294,2,200,other associate related,0.85,946.34,466.49
294,2,200,first associate unrelated,0.77,939.03,490.47
294,2,200,other associate unrelated,0.85,989.23,416.90
294,2,1200,first associate related,0.88,897.67,500.21
294,2,1200,other associate related,0.81,976.49,517.97
294,2,1200,first associate unrelated,0.78,821.85,362.87
294,2,1200,other associate unrelated,0.90,854.51,381.25
295,1,200,first associate related,1.00,640.35,128.59
295,1,200,other associate related,1.00,647.90,183.29
295,1,200,first associate unrelated,0.98,700.43,236.70
295,1,200,other associate unrelated,0.98,712.51,193.97
295,1,1200,first associate related,1.00,713.50,146.16
295,1,1200,other associate related,0.96,722.80,177.92
295,1,1200,first associate unrelated,0.94,725.22,154.62
295,1,1200,other associate unrelated,0.96,819.48,266.65
295,2,200,first associate related,0.98,676.90,163.84
295,2,200,other associate related,1.00,736.44,260.40
295,2,200,first associate unrelated,0.96,703.94,183.56
295,2,200,other associate unrelated,1.00,684.06,143.83
295,2,1200,first associate related,0.96,908.82,428.64
295,2,1200,other associate related,1.00,900.65,347.12
295,2,1200,first associate unrelated,0.96,914.66,377.95
295,2,1200,other associate unrelated,0.96,900.42,293.79
296,1,200,first associate related,1.00,490.19,81.76
296,1,200,other associate related,0.92,521.21,133.46
296,1,200,first associate unrelated,0.92,521.58,98.44
296,1,200,other associate unrelated,0.88,538.83,152.93
296,1,1200,first associate related,0.94,567.57,291.06
296,1,1200,other associate related,0.88,562.60,299.34
296,1,1200,first associate unrelated,0.87,532.63,124.88
296,1,1200,other associate unrelated,0.90,542.78,172.72
296,2,200,first associate related,0.96,556.72,168.59
296,2,200,other associate related,0.88,539.91,143.26
296,2,200,first associate unrelated,0.96,573.06,127.39
296,2,200,other associate unrelated,0.94,569.16,147.08
296,2,1200,first associate related,0.96,515.26,123.64
296,2,1200,other associate related,0.94,518.43,101.50
296,2,1200,first associate unrelated,0.94,549.37,111.54
296,2,1200,other associate unrelated,0.94,565.19,123.83
297,1,200,first associate related,0.85,634.40,169.91
297,1,200,other associate related,0.98,622.36,142.58
297,1,200,first associate unrelated,0.92,646.92,164.82
297,1,200,other associate unrelated,0.96,635.48,142.99
297,1,1200,first associate related,1.00,782.84,232.19
297,1,1200,other associate related,0.94,827.80,307.89
297,1,1200,first associate unrelated,0.96,843.70,332.74
297,1,1200,other associate unrelated,0.94,901.70,350.34
297,2,200,first associate related,0.98,753.51,363.50
297,2,200,other associate related,0.98,789.75,382.11
297,2,200,first associate unrelated,0.94,791.42,359.19
297,2,200,other associate unrelated,0.96,737.80,342.11
297,2,1200,first associate related,0.98,914.63,328.03
297,2,1200,other associate related,0.98,916.42,395.00
297,2,1200,first associate unrelated,0.98,936.29,412.55
297,2,1200,other associate unrelated,0.93,903.64,303.03
298,1,200,first associate related,0.85,891.11,360.35
298,1,200,other associate related,0.95,1004.02,418.60
298,1,200,first associate unrelated,0.90,1020.50,428.45
298,1,200,other associate unrelated,0.95,850.97,250.94
298,1,1200,first associate related,0.98,863.29,253.80
298,1,1200,other associate related,0.96,923.04,298.23
298,1,1200,first associate unrelated,0.94,973.90,376.29
298,1,1200,other associate unrelated,0.98,943.76,306.24
298,2,200,first associate related,0.92,863.42,356.28
298,2,200,other associate related,0.90,963.81,491.64
298,2,200,first associate unrelated,0.90,985.70,447.74
298,2,200,other associate unrelated,0.85,947.02,509.10
298,2,1200,first associate related,1.00,944.06,412.43
298,2,1200,other associate related,0.96,917.70,379.94
298,2,1200,first associate unrelated,0.98,985.88,494.96
298,2,1200,other associate unrelated,0.92,924.42,455.48
299,1,200,first associate related,0.98,550.24,91.51
299,1,200,other associate related,0.98,591.41,168.69
299,1,200,first associate unrelated,1.00,604.40,152.88
299,1,200,other associate unrelated,0.96,598.72,114.26
299,1,1200,first associate related,1.00,577.46,125.20
299,1,1200,other associate related,0.98,592.10,147.70
299,1,1200,first associate unrelated,0.98,598.12,149.63
299,1,1200,other associate unrelated,0.98,584.84,120.61
299,2,200,first associate related,0.98,553.88,108.68
299,2,200,other associate related,0.94,552.69,118.39
299,2,200,first associate unrelated,0.96,595.33,208.98
299,2,200,other associate unrelated,1.00,606.56,143.14
299,2,1200,first associate related,0.98,598.98,177.77
299,2,1200,other associate related,1.00,599.57,185.81
299,2,1200,first associate unrelated,0.92,632.85,165.80
299,2,1200,other associate unrelated,0.98,592.71,115.60
300,1,200,first associate related,0.98,699.69,257.03
300,1,200,other associate related,1.00,709.46,412.66
300,1,200,first associate unrelated,1.00,697.15,240.21
300,1,200,other associate unrelated,0.96,726.68,327.49
300,1,1200,first associate related,0.98,810.25,299.83
300,1,1200,other associate related,1.00,855.02,352.98
300,1,1200,first associate unrelated,0.96,858.06,294.50
300,1,1200,other associate unrelated,1.00,773.54,237.16
300,2,200,first associate related,1.00,670.60,136.89
300,2,200,other associate related,1.00,767.35,364.63
300,2,200,first associate unrelated,0.98,758.45,283.60
300,2,200,other associate unrelated,0.96,706.82,202.51
300,2,1200,first associate related,1.00,678.02,166.63
300,2,1200,other associate related,1.00,775.67,369.51
300,2,1200,first associate unrelated,0.94,770.37,277.94
300,2,1200,other associate unrelated,1.00,738.73,212.39
301,1,200,first associate related,1.00,530.62,92.02
301,1,200,other associate related,0.98,501.75,70.19
301,1,200,first associate unrelated,0.96,564.18,99.38
301,1,200,other associate unrelated,0.94,559.67,99.40
301,1,1200,first associate related,0.98,509.10,85.91
301,1,1200,other associate related,1.00,537.83,127.69
301,1,1200,first associate unrelated,0.96,524.88,84.15
301,1,1200,other associate unrelated,0.96,552.84,128.07
301,2,200,first associate related,0.96,480.10,79.01
301,2,200,other associate related,1.00,495.54,102.33
301,2,200,first associate unrelated,0.98,559.73,185.37
301,2,200,other associate unrelated,0.94,525.86,137.83
301,2,1200,first associate related,0.98,512.08,72.39
301,2,1200,other associate related,0.96,533.22,78.58
301,2,1200,first associate unrelated,0.98,577.45,109.74
301,2,1200,other associate unrelated,0.98,538.82,91.56
302,1,200,first associate related,1.00,488.06,71.70
302,1,200,other associate related,1.00,513.48,125.07
302,1,200,first associate unrelated,1.00,521.96,79.63
302,1,200,other associate unrelated,0.96,529.47,95.77
302,1,1200,first associate related,1.00,523.04,220.80
302,1,1200,other associate related,0.94,487.96,66.56
302,1,1200,first associate unrelated,0.98,534.08,96.03
302,1,1200,other associate unrelated,0.98,534.37,98.60
302,2,200,first associate related,0.98,476.10,71.66
302,2,200,other associate related,0.98,476.69,71.17
302,2,200,first associate unrelated,0.94,507.94,91.56
302,2,200,other associate unrelated,0.96,508.86,77.93
302,2,1200,first associate related,0.98,480.82,91.21
302,2,1200,other associate related,1.00,516.90,79.82
302,2,1200,first associate unrelated,0.96,519.33,84.63
302,2,1200,other associate unrelated,0.96,521.08,77.81
303,1,200,first associate related,0.94,716.08,197.38
303,1,200,other associate related,1.00,734.67,279.43
303,1,200,first associate unrelated,0.96,806.02,246.70
303,1,200,other associate unrelated,0.94,808.43,224.87
303,1,1200,first associate related,0.90,841.89,264.98
303,1,1200,other associate related,0.98,868.84,246.83
303,1,1200,first associate unrelated,0.88,964.11,387.25
303,1,1200,other associate unrelated,0.94,947.39,285.35
303,2,200,first associate related,0.94,836.45,243.33
303,2,200,other associate related,0.94,875.61,374.33
303,2,200,first associate unrelated,0.92,848.42,282.11
303,2,200,other associate unrelated,0.96,814.48,265.64
303,2,1200,first associate related,0.98,1009.00,319.66
303,2,1200,other associate related,0.94,944.69,274.79
303,2,1200,first associate unrelated,0.92,944.55,239.28
303,2,1200,other associate unrelated,0.96,1061.86,355.92
304,1,200,first associate related,0.98,713.20,252.14
304,1,200,other associate related,1.00,772.90,295.32
304,1,200,first associate unrelated,0.94,728.65,216.62
304,1,200,other associate unrelated,0.98,771.82,250.96
304,1,1200,first associate related,0.98,755.53,261.07
304,1,1200,other associate related,1.00,818.75,239.78
304,1,1200,first associate unrelated,0.92,802.83,260.91
304,1,1200,other associate unrelated,0.94,802.84,197.49
304,2,200,first associate related,0.96,699.02,177.44
304,2,200,other associate related,0.94,695.16,214.59
304,2,200,first associate unrelated,0.94,814.86,325.16
304,2,200,other associate unrelated,0.98,749.35,256.14
304,2,1200,first associate related,0.98,711.55,156.14
304,2,1200,other associate related,0.98,778.25,212.86
304,2,1200,first associate unrelated,0.88,815.20,358.19
304,2,1200,other associate unrelated,0.98,735.65,223.27
305,1,200,first associate related,0.90,707.33,290.31
305,1,200,other associate related,0.92,767.77,348.20
305,1,200,first associate unrelated,0.90,820.23,365.72
305,1,200,other associate unrelated,0.85,790.02,433.84
